athlete_id,gender,week_no,activity_id,date,hrr_window_start_secs,hrr_window_end_secs,HRR(30)
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_12_10_00_01.csv,2015-08-12T08:00:01.000000,2607,2636,15
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_12_10_00_01.csv,2015-08-12T08:00:01.000000,14870,14899,14
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_12_10_00_01.csv,2015-08-12T08:00:01.000000,16388,16417,6
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_12_10_00_01.csv,2015-08-12T08:00:01.000000,20959,20988,2
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_13_10_05_01.csv,2015-08-13T08:05:01.000000,2051,2080,17
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_13_10_05_01.csv,2015-08-13T08:05:01.000000,4221,4250,2
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_14_10_00_02.csv,2015-08-14T08:00:02.000000,3159,3188,5
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_14_10_00_02.csv,2015-08-14T08:00:02.000000,7454,7483,11
06f81197-504a-478b-a347-052d4df03044,F,233,2015_08_14_10_00_02.csv,2015-08-14T08:00:02.000000,10045,10074,1
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_15_10_00_02.csv,2015-08-15T08:00:02.000000,2963,2992,11
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_15_10_00_02.csv,2015-08-15T08:00:02.000000,6432,6461,12
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_15_10_00_02.csv,2015-08-15T08:00:02.000000,9043,9072,10
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_16_10_00_01.csv,2015-08-16T08:00:01.000000,6334,6363,21
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_16_10_00_01.csv,2015-08-16T08:00:01.000000,8858,8887,2
06f81197-504a-478b-a347-052d4df03044,F,234,2015_08_20_17_39_45.csv,2015-08-20T15:39:45.000000,4468,4497,31
06f81197-504a-478b-a347-052d4df03044,F,236,2015_08_29_10_41_23.csv,2015-08-29T08:41:23.000000,6573,6602,19
06f81197-504a-478b-a347-052d4df03044,F,236,2015_08_29_10_41_23.csv,2015-08-29T08:41:23.000000,8192,8221,10
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,5126,5155,21
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,6609,6638,27
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,7684,7713,33
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,7911,7940,21
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,10513,10542,15
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_05_10_06_55.csv,2015-09-05T08:06:55.000000,12182,12211,6
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_06_09_21_49.csv,2015-09-06T07:21:49.000000,10419,10448,24
06f81197-504a-478b-a347-052d4df03044,F,237,2015_09_06_09_21_49.csv,2015-09-06T07:21:49.000000,16141,16170,0
06f81197-504a-478b-a347-052d4df03044,F,238,2015_09_12_10_39_38.csv,2015-09-12T08:39:38.000000,2651,2680,19
06f81197-504a-478b-a347-052d4df03044,F,238,2015_09_12_10_39_38.csv,2015-09-12T08:39:38.000000,3444,3473,31
06f81197-504a-478b-a347-052d4df03044,F,238,2015_09_12_10_39_38.csv,2015-09-12T08:39:38.000000,6418,6447,24
06f81197-504a-478b-a347-052d4df03044,F,238,2015_09_12_10_39_38.csv,2015-09-12T08:39:38.000000,16208,16237,19
06f81197-504a-478b-a347-052d4df03044,F,239,2015_09_19_09_29_52.csv,2015-09-19T07:29:52.000000,7756,7785,10
06f81197-504a-478b-a347-052d4df03044,F,239,2015_09_19_09_29_52.csv,2015-09-19T07:29:52.000000,8636,8665,1
06f81197-504a-478b-a347-052d4df03044,F,241,2015_10_04_10_25_05.csv,2015-10-04T08:25:05.000000,10270,10299,10
06f81197-504a-478b-a347-052d4df03044,F,245,2015_11_01_10_32_58.csv,2015-11-01T09:32:58.000000,4053,4082,13
06f81197-504a-478b-a347-052d4df03044,F,245,2015_11_01_10_32_58.csv,2015-11-01T09:32:58.000000,5822,5851,19
06f81197-504a-478b-a347-052d4df03044,F,245,2015_11_01_10_32_58.csv,2015-11-01T09:32:58.000000,6501,6530,19
06f81197-504a-478b-a347-052d4df03044,F,246,2015_11_07_10_38_33.csv,2015-11-07T09:38:33.000000,6912,6941,14
06f81197-504a-478b-a347-052d4df03044,F,246,2015_11_13_09_47_46.csv,2015-11-13T08:47:46.000000,1741,1770,11
06f81197-504a-478b-a347-052d4df03044,F,246,2015_11_13_09_47_46.csv,2015-11-13T08:47:46.000000,9027,9056,19
06f81197-504a-478b-a347-052d4df03044,F,248,2015_11_22_09_14_30.csv,2015-11-22T08:14:30.000000,4721,4750,13
06f81197-504a-478b-a347-052d4df03044,F,250,2015_12_06_09_54_07.csv,2015-12-06T08:54:07.000000,10657,10686,15
06f81197-504a-478b-a347-052d4df03044,F,262,2016_02_27_10_17_00.csv,2016-02-27T09:17:00.000000,6337,6366,3
06f81197-504a-478b-a347-052d4df03044,F,262,2016_02_28_09_13_56.csv,2016-02-28T08:13:56.000000,11218,11247,5
06f81197-504a-478b-a347-052d4df03044,F,265,2016_03_22_16_11_15.csv,2016-03-22T15:11:15.000000,7795,7824,20
06f81197-504a-478b-a347-052d4df03044,F,268,2016_04_09_09_13_04.csv,2016-04-09T07:13:04.000000,5396,5425,1
06f81197-504a-478b-a347-052d4df03044,F,268,2016_04_09_09_13_04.csv,2016-04-09T07:13:04.000000,11832,11861,7
06f81197-504a-478b-a347-052d4df03044,F,269,2016_04_17_09_59_50.csv,2016-04-17T07:59:50.000000,1906,1935,10
06f81197-504a-478b-a347-052d4df03044,F,269,2016_04_17_09_59_50.csv,2016-04-17T07:59:50.000000,3823,3852,12
06f81197-504a-478b-a347-052d4df03044,F,269,2016_04_17_09_59_50.csv,2016-04-17T07:59:50.000000,4709,4738,13
06f81197-504a-478b-a347-052d4df03044,F,269,2016_04_17_09_59_50.csv,2016-04-17T07:59:50.000000,5238,5267,2
06f81197-504a-478b-a347-052d4df03044,F,273,2016_05_14_10_48_55.csv,2016-05-14T08:48:55.000000,7413,7442,4
06f81197-504a-478b-a347-052d4df03044,F,273,2016_05_14_10_48_55.csv,2016-05-14T08:48:55.000000,7478,7507,6
06f81197-504a-478b-a347-052d4df03044,F,273,2016_05_16_09_42_45.csv,2016-05-16T07:42:45.000000,5799,5828,12
06f81197-504a-478b-a347-052d4df03044,F,273,2016_05_16_09_42_45.csv,2016-05-16T07:42:45.000000,6812,6841,1
06f81197-504a-478b-a347-052d4df03044,F,273,2016_05_18_16_15_29.csv,2016-05-18T14:15:29.000000,10560,10589,17
06f81197-504a-478b-a347-052d4df03044,F,274,2016_05_22_10_00_01.csv,2016-05-22T08:00:01.000000,265,294,18
06f81197-504a-478b-a347-052d4df03044,F,276,2016_06_04_09_06_42.csv,2016-06-04T07:06:42.000000,8570,8599,5
06f81197-504a-478b-a347-052d4df03044,F,276,2016_06_05_08_08_41.csv,2016-06-05T06:08:41.000000,14497,14526,14
06f81197-504a-478b-a347-052d4df03044,F,276,2016_06_07_17_03_03.csv,2016-06-07T15:03:03.000000,6114,6143,17
06f81197-504a-478b-a347-052d4df03044,F,277,2016_06_12_09_29_57.csv,2016-06-12T07:29:57.000000,3503,3532,13
06f81197-504a-478b-a347-052d4df03044,F,277,2016_06_12_09_29_57.csv,2016-06-12T07:29:57.000000,8202,8231,9
06f81197-504a-478b-a347-052d4df03044,F,277,2016_06_12_09_29_57.csv,2016-06-12T07:29:57.000000,9235,9264,17
06f81197-504a-478b-a347-052d4df03044,F,278,2016_06_23_15_43_31.csv,2016-06-23T13:43:31.000000,12801,12830,28
06f81197-504a-478b-a347-052d4df03044,F,279,2016_06_25_10_07_56.csv,2016-06-25T08:07:56.000000,3329,3358,23
06f81197-504a-478b-a347-052d4df03044,F,281,2016_07_09_10_49_21.csv,2016-07-09T08:49:21.000000,8522,8551,10
06f81197-504a-478b-a347-052d4df03044,F,282,2016_07_16_09_01_34.csv,2016-07-16T07:01:34.000000,6047,6076,2
06f81197-504a-478b-a347-052d4df03044,F,282,2016_07_16_09_01_34.csv,2016-07-16T07:01:34.000000,6337,6366,10
06f81197-504a-478b-a347-052d4df03044,F,282,2016_07_16_12_23_45.csv,2016-07-16T10:23:45.000000,1013,1042,18
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_25_09_19_11.csv,2016-07-25T07:19:11.000000,9490,9519,34
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_25_09_19_11.csv,2016-07-25T07:19:11.000000,12573,12602,33
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,2312,2341,6
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,2513,2542,5
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,3269,3298,11
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,5093,5122,3
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,5347,5376,16
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,6878,6907,5
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,6988,7017,6
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,7141,7170,13
06f81197-504a-478b-a347-052d4df03044,F,283,2016_07_27_09_46_23.csv,2016-07-27T07:46:23.000000,7933,7962,16
06f81197-504a-478b-a347-052d4df03044,F,285,2016_08_09_16_10_54.csv,2016-08-09T14:10:54.000000,6099,6128,4
06f81197-504a-478b-a347-052d4df03044,F,286,2016_08_14_10_00_01.csv,2016-08-14T08:00:01.000000,7782,7811,12
06f81197-504a-478b-a347-052d4df03044,F,286,2016_08_14_10_00_01.csv,2016-08-14T08:00:01.000000,8551,8580,5
06f81197-504a-478b-a347-052d4df03044,F,288,2016_08_27_08_26_54.csv,2016-08-27T06:26:54.000000,8365,8394,24
06f81197-504a-478b-a347-052d4df03044,F,288,2016_08_27_08_26_54.csv,2016-08-27T06:26:54.000000,13913,13942,2
06f81197-504a-478b-a347-052d4df03044,F,288,2016_08_31_17_02_50.csv,2016-08-31T15:02:50.000000,6607,6636,20
06f81197-504a-478b-a347-052d4df03044,F,289,2016_09_08_17_00_48.csv,2016-09-08T15:00:48.000000,2737,2766,9
06f81197-504a-478b-a347-052d4df03044,F,289,2016_09_08_17_00_48.csv,2016-09-08T15:00:48.000000,4594,4623,19
06f81197-504a-478b-a347-052d4df03044,F,289,2016_09_08_17_00_48.csv,2016-09-08T15:00:48.000000,6310,6339,14
06f81197-504a-478b-a347-052d4df03044,F,291,2016_09_22_15_51_18.csv,2016-09-22T13:51:18.000000,3988,4017,13
06f81197-504a-478b-a347-052d4df03044,F,292,2016_09_24_10_44_54.csv,2016-09-24T08:44:54.000000,3827,3856,4
06f81197-504a-478b-a347-052d4df03044,F,292,2016_09_24_10_44_54.csv,2016-09-24T08:44:54.000000,4100,4129,8
06f81197-504a-478b-a347-052d4df03044,F,292,2016_09_24_10_44_54.csv,2016-09-24T08:44:54.000000,4816,4845,13
06f81197-504a-478b-a347-052d4df03044,F,292,2016_09_25_09_20_30.csv,2016-09-25T07:20:30.000000,4979,5008,10
06f81197-504a-478b-a347-052d4df03044,F,292,2016_09_25_09_20_30.csv,2016-09-25T07:20:30.000000,5129,5158,15
06f81197-504a-478b-a347-052d4df03044,F,295,2016_10_15_11_32_03.csv,2016-10-15T09:32:03.000000,196,225,7
06f81197-504a-478b-a347-052d4df03044,F,295,2016_10_15_11_32_03.csv,2016-10-15T09:32:03.000000,618,647,8
06f81197-504a-478b-a347-052d4df03044,F,295,2016_10_15_11_32_03.csv,2016-10-15T09:32:03.000000,3251,3280,6
06f81197-504a-478b-a347-052d4df03044,F,295,2016_10_15_11_32_03.csv,2016-10-15T09:32:03.000000,3678,3707,7
06f81197-504a-478b-a347-052d4df03044,F,299,2016_11_12_10_42_45.csv,2016-11-12T09:42:45.000000,6644,6673,14
06f81197-504a-478b-a347-052d4df03044,F,304,2016_12_22_10_21_26.csv,2016-12-22T09:21:26.000000,5312,5341,14
06f81197-504a-478b-a347-052d4df03044,F,305,2016_12_27_09_49_08.csv,2016-12-27T08:49:08.000000,5581,5610,9
06f81197-504a-478b-a347-052d4df03044,F,305,2016_12_27_09_49_08.csv,2016-12-27T08:49:08.000000,6077,6106,18
06f81197-504a-478b-a347-052d4df03044,F,305,2016_12_28_09_16_08.csv,2016-12-28T08:16:08.000000,7388,7417,22
06f81197-504a-478b-a347-052d4df03044,F,306,2016_12_31_09_42_13.csv,2016-12-31T08:42:13.000000,8665,8694,5
06f81197-504a-478b-a347-052d4df03044,F,307,2017_01_08_09_32_55.csv,2017-01-08T08:32:55.000000,5075,5104,20
06f81197-504a-478b-a347-052d4df03044,F,307,2017_01_08_09_32_55.csv,2017-01-08T08:32:55.000000,8612,8641,12
06f81197-504a-478b-a347-052d4df03044,F,307,2017_01_08_09_32_55.csv,2017-01-08T08:32:55.000000,8781,8810,25
06f81197-504a-478b-a347-052d4df03044,F,307,2017_01_12_16_09_37.csv,2017-01-12T15:09:37.000000,822,851,45
06f81197-504a-478b-a347-052d4df03044,F,318,2017_03_25_10_22_54.csv,2017-03-25T09:22:54.000000,4235,4264,7
06f81197-504a-478b-a347-052d4df03044,F,318,2017_03_29_16_07_28.csv,2017-03-29T14:07:28.000000,7408,7437,1
06f81197-504a-478b-a347-052d4df03044,F,320,2017_04_08_10_06_55.csv,2017-04-08T08:06:55.000000,2528,2557,16
06f81197-504a-478b-a347-052d4df03044,F,321,2017_04_20_15_48_25.csv,2017-04-20T13:48:25.000000,2419,2448,2
06f81197-504a-478b-a347-052d4df03044,F,327,2017_05_28_09_29_56.csv,2017-05-28T07:29:56.000000,1244,1273,12
06f81197-504a-478b-a347-052d4df03044,F,327,2017_05_28_09_29_56.csv,2017-05-28T07:29:56.000000,3294,3323,5
06f81197-504a-478b-a347-052d4df03044,F,327,2017_05_28_09_29_56.csv,2017-05-28T07:29:56.000000,7711,7740,7
06f81197-504a-478b-a347-052d4df03044,F,330,2017_06_17_12_44_23.csv,2017-06-17T10:44:23.000000,3847,3876,10
06f81197-504a-478b-a347-052d4df03044,F,330,2017_06_17_12_44_23.csv,2017-06-17T10:44:23.000000,6438,6467,16
06f81197-504a-478b-a347-052d4df03044,F,331,2017_06_25_09_59_14.csv,2017-06-25T07:59:14.000000,317,346,16
06f81197-504a-478b-a347-052d4df03044,F,336,2017_07_30_09_29_48.csv,2017-07-30T07:29:48.000000,2975,3004,9
06f81197-504a-478b-a347-052d4df03044,F,336,2017_07_30_09_29_48.csv,2017-07-30T07:29:48.000000,6929,6958,13
06f81197-504a-478b-a347-052d4df03044,F,336,2017_07_30_09_29_48.csv,2017-07-30T07:29:48.000000,16008,16037,9
06f81197-504a-478b-a347-052d4df03044,F,336,2017_07_30_09_29_48.csv,2017-07-30T07:29:48.000000,16132,16161,8
06f81197-504a-478b-a347-052d4df03044,F,337,2017_08_11_10_00_48.csv,2017-08-11T08:00:48.000000,3267,3296,4
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_12_10_00_05.csv,2017-08-12T08:00:05.000000,4144,4173,10
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_12_10_00_05.csv,2017-08-12T08:00:05.000000,6675,6704,2
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_12_10_00_05.csv,2017-08-12T08:00:05.000000,7039,7068,12
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_12_10_00_05.csv,2017-08-12T08:00:05.000000,9129,9158,17
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_12_10_00_05.csv,2017-08-12T08:00:05.000000,12125,12154,7
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_13_09_59_33.csv,2017-08-13T07:59:33.000000,612,641,12
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_13_09_59_33.csv,2017-08-13T07:59:33.000000,717,746,5
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_13_09_59_33.csv,2017-08-13T07:59:33.000000,4765,4794,0
06f81197-504a-478b-a347-052d4df03044,F,338,2017_08_13_09_59_33.csv,2017-08-13T07:59:33.000000,5935,5964,11
06f81197-504a-478b-a347-052d4df03044,F,344,2017_09_24_10_19_53.csv,2017-09-24T08:19:53.000000,5265,5294,11
06f81197-504a-478b-a347-052d4df03044,F,344,2017_09_24_10_19_53.csv,2017-09-24T08:19:53.000000,5325,5354,2
06f81197-504a-478b-a347-052d4df03044,F,349,2017_11_01_15_40_36.csv,2017-11-01T14:40:36.000000,7011,7040,7
06f81197-504a-478b-a347-052d4df03044,F,349,2017_11_01_15_40_36.csv,2017-11-01T14:40:36.000000,7697,7726,24
06f81197-504a-478b-a347-052d4df03044,F,353,2017_11_25_10_43_06.csv,2017-11-25T09:43:06.000000,6118,6147,16
06f81197-504a-478b-a347-052d4df03044,F,353,2017_11_25_10_43_06.csv,2017-11-25T09:43:06.000000,7187,7216,18
06f81197-504a-478b-a347-052d4df03044,F,354,2017_12_02_10_11_03.csv,2017-12-02T09:11:03.000000,6876,6905,8
06f81197-504a-478b-a347-052d4df03044,F,354,2017_12_02_10_11_03.csv,2017-12-02T09:11:03.000000,7223,7252,3
06f81197-504a-478b-a347-052d4df03044,F,354,2017_12_02_10_11_03.csv,2017-12-02T09:11:03.000000,8801,8830,21
06f81197-504a-478b-a347-052d4df03044,F,354,2017_12_05_16_11_08.csv,2017-12-05T15:11:08.000000,3232,3261,44
06f81197-504a-478b-a347-052d4df03044,F,372,2018_04_10_05_51_49.csv,2018-04-10T03:51:49.000000,139,168,6
1214b775-d2df-4365-818e-fd07c6c1605a,F,0,2018_09_11_09_17_09.csv,2018-09-11T07:17:09.000000,3021,3050,38
1214b775-d2df-4365-818e-fd07c6c1605a,F,6,2018_10_20_09_13_31.csv,2018-10-20T07:13:31.000000,883,912,23
1214b775-d2df-4365-818e-fd07c6c1605a,F,6,2018_10_20_09_13_31.csv,2018-10-20T07:13:31.000000,10350,10379,20
1214b775-d2df-4365-818e-fd07c6c1605a,F,12,2018_12_01_15_06_39.csv,2018-12-01T14:06:39.000000,2664,2693,16
1214b775-d2df-4365-818e-fd07c6c1605a,F,12,2018_12_01_15_06_39.csv,2018-12-01T14:06:39.000000,3274,3303,19
1214b775-d2df-4365-818e-fd07c6c1605a,F,14,2018_12_17_11_54_06.csv,2018-12-17T10:54:06.000000,6337,6366,36
1214b775-d2df-4365-818e-fd07c6c1605a,F,16,2018_12_28_10_22_24.csv,2018-12-28T09:22:24.000000,9622,9651,3
1214b775-d2df-4365-818e-fd07c6c1605a,F,16,2018_12_28_10_22_24.csv,2018-12-28T09:22:24.000000,9739,9768,2
1214b775-d2df-4365-818e-fd07c6c1605a,F,20,2019_01_25_10_06_28.csv,2019-01-25T09:06:28.000000,11861,11890,11
1214b775-d2df-4365-818e-fd07c6c1605a,F,20,2019_01_25_10_06_28.csv,2019-01-25T09:06:28.000000,13490,13519,18
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,1,2017_02_18_11_17_56.csv,2017-02-18T19:17:56.000000,796,825,19
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,5,2017_03_16_16_00_00.csv,2017-03-16T23:00:00.000000,14910,14939,9
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,7,2017_04_01_14_47_00.csv,2017-04-01T21:47:00.000000,5318,5347,33
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,8,2017_04_06_13_21_15.csv,2017-04-06T20:21:15.000000,2647,2676,34
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,8,2017_04_07_14_34_27.csv,2017-04-07T21:34:27.000000,10479,10508,43
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,9,2017_04_16_14_49_50.csv,2017-04-16T21:49:50.000000,1987,2016,52
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,9,2017_04_16_14_49_50.csv,2017-04-16T21:49:50.000000,3158,3187,57
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,10,2017_04_22_14_09_25.csv,2017-04-22T21:09:25.000000,21794,21823,38
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,10,2017_04_24_15_16_15.csv,2017-04-24T22:16:15.000000,8382,8411,20
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,10,2017_04_24_15_16_15.csv,2017-04-24T22:16:15.000000,15589,15618,34
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,14,2017_05_23_16_16_41.csv,2017-05-23T23:16:41.000000,7154,7183,45
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,17,2017_06_09_16_30_24.csv,2017-06-09T23:30:24.000000,7147,7176,34
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,17,2017_06_09_16_30_24.csv,2017-06-09T23:30:24.000000,9525,9554,30
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,17,2017_06_09_16_30_24.csv,2017-06-09T23:30:24.000000,16535,16564,26
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,20,2017_07_02_16_30_02.csv,2017-07-02T23:30:02.000000,7293,7322,19
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,23,2017_07_20_13_21_49.csv,2017-07-20T20:21:49.000000,2736,2765,48
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,24,2017_07_27_13_22_31.csv,2017-07-27T20:22:31.000000,2683,2712,44
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,30,2017_09_07_13_22_02.csv,2017-09-07T20:22:02.000000,16440,16469,33
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,30,2017_09_07_13_22_02.csv,2017-09-07T20:22:02.000000,18088,18117,37
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,32,2017_09_21_13_19_04.csv,2017-09-21T20:19:04.000000,4041,4070,30
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,34,2017_10_08_18_30_59.csv,2017-10-09T01:30:59.000000,5947,5976,22
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,34,2017_10_08_18_30_59.csv,2017-10-09T01:30:59.000000,8021,8050,35
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,34,2017_10_09_14_47_56.csv,2017-10-09T21:47:56.000000,9837,9866,25
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,34,2017_10_09_14_47_56.csv,2017-10-09T21:47:56.000000,10581,10610,25
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,34,2017_10_09_14_47_56.csv,2017-10-09T21:47:56.000000,11254,11283,21
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,35,2017_10_12_14_05_21.csv,2017-10-12T21:05:21.000000,13004,13033,34
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,37,2017_10_31_12_06_23.csv,2017-10-31T19:06:23.000000,7277,7306,6
1f3f4f79-ca37-42a7-ba99-83dbb20fcb7a,F,37,2017_10_31_12_06_23.csv,2017-10-31T19:06:23.000000,7441,7470,4
